Unnamed: 0,frase,pregunta_generada,respuesta,Faithfulness_score
846,"En la pastelería ubicada en la calle de Fuencarral, frente a la casa de Astrearena, se encuentran los famosos panecillos llamados de Todos Santos, al estilo de Barcelona. Además, también ofrecen una variedad de pastas y dulces.",¿Qué tipo de productos se pueden encontrar en la pastelería ubicada en la calle de Fuencarral?,"Se pueden encontrar panecillos llamados de Todos Santos, al estilo de Barcelona, una variedad de pastas y dulces.",True
847,"En la pastelería ubicada en la calle de Fuencarral, frente a la casa de Astrearena, se encuentran los famosos panecillos llamados de Todos Santos, al estilo de Barcelona. Además, también ofrecen una variedad de pastas y dulces.",¿Qué panecillos famosos se mencionan en la pastelería?,Los famosos panecillos mencionados en la pastelería son los de Todos Santos.,True
848,"En la pastelería ubicada en la calle de Fuencarral, frente a la casa de Astrearena, se encuentran los famosos panecillos llamados de Todos Santos, al estilo de Barcelona. Además, también ofrecen una variedad de pastas y dulces.",¿De qué ciudad se inspira el estilo de los panecillos de Todos Santos que se ofrecen en la pastelería?,Barcelona.,True
849,"En la tienda de telas que se encuentra en la puerta del Sol, enfrente de la calle del Correo, acaba de llegar un nuevo lote de telas de algodón de alta calidad, a un precio de 9 reales.",¿Qué tipo de productos se están vendiendo en la tienda de telas mencionada en el texto?,"Sombreros de León de Francia, sombreros de seda sobre tela y gorras del mismo material para niños.",True
850,"En la tienda de telas que se encuentra en la puerta del Sol, enfrente de la calle del Correo, acaba de llegar un nuevo lote de telas de algodón de alta calidad, a un precio de 9 reales.",¿Dónde está ubicada la tienda de sombreros descrita en el segundo fragmento?,"La tienda de sombreros descrita en el segundo fragmento está ubicada en la calle de la Cruz del Espíritu Santo número 9, frente a la calle de la Madera, en el piso bajo de la fábrica de alfombras.",False
851,"En la tienda de telas que se encuentra en la puerta del Sol, enfrente de la calle del Correo, acaba de llegar un nuevo lote de telas de algodón de alta calidad, a un precio de 9 reales.",¿Qué variedad de sombreros se pueden encontrar en la sombrerería de la calle de la Cruz?,"Se pueden encontrar sombreros de León de Francia y sombreros de seda sobre tela, así como gorras del mismo material para niños.",False
852,"Por orden del Sr. D. Julian de Sojo, juez en primera instancia de esta valiente ciudad, con el respaldo del secretario del Rey y el notario del número D. Ramon Garcia Jimenez, se ha programado la junta general de acreedores del caso de D. Juan del Noval, residente y comerciante de esta capital. La reunión se llevará a cabo el domingo 5 de este mes a las nueve de la mañana en la casa-posada de dicho Sr. Juez, ubicada en la calle de Alcalá. Todos los interesados están convocados a través de este periódico, y se les informa que su ausencia conllevará las consecuencias que correspondan.",¿Quién ha programado la junta general de acreedores del caso de D. Juan del Noval?,"El Sr. D. Julian de Sojo, juez en primera instancia de esta valiente ciudad.",True
853,"Por orden del Sr. D. Julian de Sojo, juez en primera instancia de esta valiente ciudad, con el respaldo del secretario del Rey y el notario del número D. Ramon Garcia Jimenez, se ha programado la junta general de acreedores del caso de D. Juan del Noval, residente y comerciante de esta capital. La reunión se llevará a cabo el domingo 5 de este mes a las nueve de la mañana en la casa-posada de dicho Sr. Juez, ubicada en la calle de Alcalá. Todos los interesados están convocados a través de este periódico, y se les informa que su ausencia conllevará las consecuencias que correspondan.",¿Dónde se llevará a cabo la reunión de acreedores?,"En la casa-posada del Sr. Juez, ubicada en la calle de Alcalá.",True
854,"Por orden del Sr. D. Julian de Sojo, juez en primera instancia de esta valiente ciudad, con el respaldo del secretario del Rey y el notario del número D. Ramon Garcia Jimenez, se ha programado la junta general de acreedores del caso de D. Juan del Noval, residente y comerciante de esta capital. La reunión se llevará a cabo el domingo 5 de este mes a las nueve de la mañana en la casa-posada de dicho Sr. Juez, ubicada en la calle de Alcalá. Todos los interesados están convocados a través de este periódico, y se les informa que su ausencia conllevará las consecuencias que correspondan.",¿Qué consecuencias conlleva la ausencia de los interesados en la junta?,La ausencia de los interesados en la junta conlleva las consecuencias correspondientes.,True
855,"Quien intente llevar a cabo una invención o mejora y tenga miedo de que alguien más reclame su propiedad antes que él, puede dejar constancia de su idea con el Jefe político de la provincia. Deberá expresar su pensamiento de manera clara para que se entienda el objeto de su invención. El Jefe político, sin pedirle ninguna contribución por esto, le dará un testimonio o certificado y le indicará el tiempo necesario para llevar a cabo la ejecución de la invención, el cual no será más de seis meses.",¿Cómo pueden los artesanos avanzar en sus habilidades y progresar en sus creaciones según el texto?,"Los artesanos pueden avanzar en sus habilidades y progresar en sus creaciones si se les proporciona una ruta clara que los guíe hacia una reforma útil, lo que permitiría que sus mentes se desarrollen y hagan progresos.",True
856,"Quien intente llevar a cabo una invención o mejora y tenga miedo de que alguien más reclame su propiedad antes que él, puede dejar constancia de su idea con el Jefe político de la provincia. Deberá expresar su pensamiento de manera clara para que se entienda el objeto de su invención. El Jefe político, sin pedirle ninguna contribución por esto, le dará un testimonio o certificado y le indicará el tiempo necesario para llevar a cabo la ejecución de la invención, el cual no será más de seis meses.",¿Qué medidas se proponen en el texto para que los acreedores presenten la documentación necesaria para legitimar sus créditos?,"Los acreedores deben presentar sus documentos de respaldo de sus créditos a los comisionados designados en un plazo de un mes a partir del día de publicación en los periódicos locales. Aquellos que ya hayan presentado sus documentos deben corroborarlos con otros para su evaluación. Se advierte que si no cumplen con este plazo, sufrirán las consecuencias correspondientes.",True
857,"Quien intente llevar a cabo una invención o mejora y tenga miedo de que alguien más reclame su propiedad antes que él, puede dejar constancia de su idea con el Jefe político de la provincia. Deberá expresar su pensamiento de manera clara para que se entienda el objeto de su invención. El Jefe político, sin pedirle ninguna contribución por esto, le dará un testimonio o certificado y le indicará el tiempo necesario para llevar a cabo la ejecución de la invención, el cual no será más de seis meses.",¿Qué consecuencias enfrentarán los acreedores que no presenten la documentación requerida dentro del plazo establecido en el texto?,Los acreedores que no presenten la documentación requerida dentro del plazo establecido en el texto enfrentarán las consecuencias correspondientes.,False
858,"Señor general Palafor, se ha inaugurado una tienda de productos de ultramar y del reino, que cuenta con una amplia variedad de artículos y otros productos relacionados con este sector, a precios fijados de acuerdo a la normativa. A destacar que no se ha escatimado en gastos para asegurar que los productos sean frescos y de la mejor calidad.",¿Qué autoridades importantes han sido designadas para acompañar al Rey y la Reina en su visita a las Estaciones?,"El Ayuntamiento, el subdelegado de la junta general de Comercio y Moneda en esta provincia, y el corregidor interino de esta capital y su partido también estarán presentes.",False
859,"Señor general Palafor, se ha inaugurado una tienda de productos de ultramar y del reino, que cuenta con una amplia variedad de artículos y otros productos relacionados con este sector, a precios fijados de acuerdo a la normativa. A destacar que no se ha escatimado en gastos para asegurar que los productos sean frescos y de la mejor calidad.","¿Qué artículos específicos se están subastando en la venta pública que se llevará a cabo en la calle de la Concepción Gerónima, número 9?","Una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores muy bien iluminadas ideales para copiar para aquellos dedicados al dibujo, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china a un precio razonable, dos escopetas de dos cañones, una francesa y otra española, un anteojo muy bueno, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.",False
860,"Señor general Palafor, se ha inaugurado una tienda de productos de ultramar y del reino, que cuenta con una amplia variedad de artículos y otros productos relacionados con este sector, a precios fijados de acuerdo a la normativa. A destacar que no se ha escatimado en gastos para asegurar que los productos sean frescos y de la mejor calidad.",¿Qué tipo de productos se pueden encontrar en la caja de costura para señora hecha en China que se menciona en el texto?,"En la caja de costura para señora hecha en China se pueden encontrar diversos elementos como hilos, agujas, tijeras, alfileres, dedales, entre otros accesorios necesarios para la costura.",True
861,"Martinez Moscoso, un juez de primera instancia de esta villa, ha sido designado para llevar a cabo la subasta de una casa ubicada en esta ciudad, en la Rivera de Curtidores, en la esquina de la calle Mira el Sol, sin número, manzana 81. La casa tiene una superficie de 11112 pies superficiales y ha sido tasada en 95127 reales de plata.",¿Quién ha sido designado para llevar a cabo la subasta de la casa ubicada en la Rivera de Curtidores?  ,Martinez Moscoso ha sido designado para llevar a cabo la subasta de la casa ubicada en la Rivera de Curtidores.,True
862,"Martinez Moscoso, un juez de primera instancia de esta villa, ha sido designado para llevar a cabo la subasta de una casa ubicada en esta ciudad, en la Rivera de Curtidores, en la esquina de la calle Mira el Sol, sin número, manzana 81. La casa tiene una superficie de 11112 pies superficiales y ha sido tasada en 95127 reales de plata.",¿Dónde se encuentra ubicada la casa que será subastada por Martinez Moscoso?  ,"La casa que será subastada por Martinez Moscoso se encuentra ubicada en la Rivera de Curtidores, en la esquina de la calle Mira el Sol, sin número, manzana 81.",True
863,"Martinez Moscoso, un juez de primera instancia de esta villa, ha sido designado para llevar a cabo la subasta de una casa ubicada en esta ciudad, en la Rivera de Curtidores, en la esquina de la calle Mira el Sol, sin número, manzana 81. La casa tiene una superficie de 11112 pies superficiales y ha sido tasada en 95127 reales de plata.",¿Cuál es la superficie de la casa que será subastada y cuánto ha sido tasada en reales de plata?,La superficie de la casa que será subastada es de 11112 pies superficiales y ha sido tasada en 95127 reales de plata.,True
864,Juan Gadiz y su compañía han realizado en la tarde del día 30 de marzo de este año de 1800 una exhibición de  manejo de caballos y varias habilidades nunca antes vistas en la Plaza propia de los Reales Hospitales.,¿Quién y su compañía realizaron una exhibición de manejo de caballos y habilidades en la Plaza de los Reales Hospitales?,Juan Gadiz y su compañía,True
865,Juan Gadiz y su compañía han realizado en la tarde del día 30 de marzo de este año de 1800 una exhibición de  manejo de caballos y varias habilidades nunca antes vistas en la Plaza propia de los Reales Hospitales.,¿Qué tipo de exhibición se llevó a cabo en la tarde del día 30 de marzo de 1800?,Una exhibición de manejo de caballos y varias habilidades nunca antes vistas.,True
866,Juan Gadiz y su compañía han realizado en la tarde del día 30 de marzo de este año de 1800 una exhibición de  manejo de caballos y varias habilidades nunca antes vistas en la Plaza propia de los Reales Hospitales.,¿Qué se menciona sobre las habilidades mostradas durante la exhibición en la Plaza de los Reales Hospitales?,"Se menciona que durante la exhibición en la Plaza de los Reales Hospitales, Juan Gadiz y su compañía mostraron habilidades nunca antes vistas en el manejo de caballos.",True
867,"El día 3 de marzo, en la Audiencia del Sr. D. Manuel Vicente de Torres, Teniente Corregidor de esta villa, se ha programado la subasta de una casa en la calle de la Espada, identificada con el número 13 de la manzana.",¿Qué tipo de documento se perdió el día 28 del pasado mes y quién es la persona a la que se solicita que lo entregue si lo encuentra?,"El tipo de documento que se perdió el día 28 del pasado mes son unos documentos atados con cordel de cáñamo, que incluyen primeras diligencias de una herencia, un informe y algunos papeles valorados en 20 monedas máravedis. Se solicita que si alguien los encuentra, los entregue a D. Joseph Ximenez Morales, que vive en la calle de Embajadores, número 2.",False
868,"El día 3 de marzo, en la Audiencia del Sr. D. Manuel Vicente de Torres, Teniente Corregidor de esta villa, se ha programado la subasta de una casa en la calle de la Espada, identificada con el número 13 de la manzana.",¿Qué se acordó en la junta de acreedores de D. Julian Victor Bourdet y quiénes son los comisionados encargados de recibir los documentos que legitimen los créditos?,"Se acordó que los periódicos Gacera y Diario de esta ciudad deberán informar a todos los acreedores de Bourdet que tienen un plazo de un mes, a partir del día de publicación, para presentar sus documentos de respaldo de sus créditos a los comisionados D. Pedro Vergez y D. Erancisco Flores. Aquellos que ya hayan presentado sus documentos deberán corroborarlos con otros documentos para proceder a su evaluación.",False
869,"El día 3 de marzo, en la Audiencia del Sr. D. Manuel Vicente de Torres, Teniente Corregidor de esta villa, se ha programado la subasta de una casa en la calle de la Espada, identificada con el número 13 de la manzana.",¿Cuál es el plazo establecido para que los acreedores presenten sus documentos a los comisionados D. Pedro Vergez y D. Erancisco Flores para proceder a la calificación de los créditos?,Un mes a partir del día de publicación.,False
870,"El autor cita que la agricultura de un reino está en buen estado cuando se proporcionan pastos a las tierras de cultivo o cuando solo se labra lo que se puede cultivar, como corresponde para obtener cosechas abundantes. Además, los pastos deben ser suficientes para mantener un número grande de ganado necesario para trabajar las tierras, tanto para sus labores como para los nutrientes que proporcionan.",¿Qué actividades se deben realizar en la época actual para preparar las tierras de cultivo de manera adecuada?,"Las actividades que se deben realizar en la época actual para preparar las tierras de cultivo de manera adecuada incluyen echar estiércol, arar los campos, cubrirlos con abono si se tiene, anticiparse a tiempo para tener listas las cubas, vasijas y demás utensilios para la vendimia, y levantar las varas de las vides en terrenos húmedos para evitar que la uva se pudra.",True
871,"El autor cita que la agricultura de un reino está en buen estado cuando se proporcionan pastos a las tierras de cultivo o cuando solo se labra lo que se puede cultivar, como corresponde para obtener cosechas abundantes. Además, los pastos deben ser suficientes para mantener un número grande de ganado necesario para trabajar las tierras, tanto para sus labores como para los nutrientes que proporcionan.",¿Por qué es importante empezar a preparar con anticipación los utensilios necesarios para la vendimia en cualquier tipo de tierra?,Es importante empezar a preparar con anticipación los utensilios necesarios para la vendimia en cualquier tipo de tierra para asegurarse de que todo esté listo a tiempo y evitar contratiempos durante la cosecha.,False
872,"El autor cita que la agricultura de un reino está en buen estado cuando se proporcionan pastos a las tierras de cultivo o cuando solo se labra lo que se puede cultivar, como corresponde para obtener cosechas abundantes. Además, los pastos deben ser suficientes para mantener un número grande de ganado necesario para trabajar las tierras, tanto para sus labores como para los nutrientes que proporcionan.",¿Qué medidas se deben tomar en terrenos húmedos para evitar que las uvas se pudran?,Se deben levantar las varas de las vides en los terrenos húmedos para evitar que la uva se pudra.,False
873,"Si alguien quiere mejorar dicha oferta, debe ir al Sr. Juez a través de la oficina del notario que trabaja para D. Miguel de Llama. Está se encuentra dentro de los edificios del Ayuntamiento.",¿Dónde debe dirigirse alguien que desee mejorar una oferta según el texto?,"La persona que desee mejorar una oferta debe dirigirse al Sr. D. Manuel José Rubio, miembro del consejo de S.M. y teniente corregidor de esta Villa. Puede hacerlo a través de la notaría que dirige D. Juan Raya.",True
874,"Si alguien quiere mejorar dicha oferta, debe ir al Sr. Juez a través de la oficina del notario que trabaja para D. Miguel de Llama. Está se encuentra dentro de los edificios del Ayuntamiento.",¿Quién es la persona a la que se debe acudir para hacer una postura según la información proporcionada?,"La persona a la que se debe acudir para hacer una postura según la información proporcionada es el Sr. D. Manuel José Rubio, miembro del consejo de S.M. y teniente corregidor de esta Villa.",True
875,"Si alguien quiere mejorar dicha oferta, debe ir al Sr. Juez a través de la oficina del notario que trabaja para D. Miguel de Llama. Está se encuentra dentro de los edificios del Ayuntamiento.",¿Dónde se llevará a cabo el remate de la oferta mencionada en el texto?,"En la posada del Sr. Rubio, ubicada en la calle del Carmen, esquina con la calle Rompe-lanzas.",True
876,"El Sr. Intendente de la Provincia ha aprobado la subasta de una casa en la calle del Prado, esquina a la del Príncipe, número 6.","¿Quién ha aprobado la subasta de una casa en la calle del Prado, esquina a la del Príncipe, número 6?","El Sr. Intendente de la Provincia ha aprobado la subasta de una casa en la calle del Prado, esquina a la del Príncipe, número 6.",True
877,"El Sr. Intendente de la Provincia ha aprobado la subasta de una casa en la calle del Prado, esquina a la del Príncipe, número 6.",¿Cuál es la ubicación exacta de la casa subastada en la calle del Prado?,"La ubicación exacta de la casa subastada en la calle del Prado es en la esquina a la del Príncipe, número 6.",True
878,"El Sr. Intendente de la Provincia ha aprobado la subasta de una casa en la calle del Prado, esquina a la del Príncipe, número 6.","¿Qué número de casa se subastó en la calle del Prado, esquina a la del Príncipe?","El número de casa subastado en la calle del Prado, esquina a la del Príncipe, fue el número 6.",True
879,"El Sr. marqués de Monsalud, quien lo preside, está encargado de resolver el caso presentado por el coronel fiscal D. Mariano Cortés contra el teniente coronel D. José Quesada, capitán del regimiento de caballería de Villaviciosa. El teniente coronel Quesada está acusado de haber golpeado al teniente que anteriormente fue parte de su compañía, D. José Quesada, quien ahora está asignado al Estado Mayor de la plaza de Granada.",¿Quién preside el caso presentado por el coronel fiscal contra el teniente coronel acusado?,El Sr. marqués de Monsalud.,True
880,"El Sr. marqués de Monsalud, quien lo preside, está encargado de resolver el caso presentado por el coronel fiscal D. Mariano Cortés contra el teniente coronel D. José Quesada, capitán del regimiento de caballería de Villaviciosa. El teniente coronel Quesada está acusado de haber golpeado al teniente que anteriormente fue parte de su compañía, D. José Quesada, quien ahora está asignado al Estado Mayor de la plaza de Granada.",¿Qué cargo ocupa actualmente el teniente que fue golpeado por el teniente coronel acusado?,El teniente que fue golpeado por el teniente coronel acusado actualmente ocupa el cargo en el Estado Mayor de la plaza de Granada.,True
881,"El Sr. marqués de Monsalud, quien lo preside, está encargado de resolver el caso presentado por el coronel fiscal D. Mariano Cortés contra el teniente coronel D. José Quesada, capitán del regimiento de caballería de Villaviciosa. El teniente coronel Quesada está acusado de haber golpeado al teniente que anteriormente fue parte de su compañía, D. José Quesada, quien ahora está asignado al Estado Mayor de la plaza de Granada.",¿Qué regimiento de caballería está involucrado en el caso entre el coronel fiscal y el teniente coronel?,El regimiento de caballería involucrado en el caso entre el coronel fiscal y el teniente coronel es el regimiento de caballería de Villaviciosa.,True
882,"Se necesita una cantidad similar para terminar dicha obra. Se está dispuesto a pagar el interés acordado con el prestamista y a hipotecar propiedades como garantía. Si alguien está interesado en prestar todo o parte de esa cantidad, puede acudir a la tienda de D. Rafael Altarriba en la calle de la Montera, donde le darán información sobre la persona con la que debe tratar.",¿Qué cantidad se necesita para finalizar la obra mencionada?,La cantidad necesaria para finalizar la obra mencionada es la que se requiere para completarla.,True
883,"Se necesita una cantidad similar para terminar dicha obra. Se está dispuesto a pagar el interés acordado con el prestamista y a hipotecar propiedades como garantía. Si alguien está interesado en prestar todo o parte de esa cantidad, puede acudir a la tienda de D. Rafael Altarriba en la calle de la Montera, donde le darán información sobre la persona con la que debe tratar.",¿Está la persona dispuesta a pagar el interés acordado con el prestamista y a hipotecar propiedades como garantía?,"Sí, la persona está dispuesta a pagar el interés acordado con el prestamista y a hipotecar propiedades como garantía.",True
884,"Se necesita una cantidad similar para terminar dicha obra. Se está dispuesto a pagar el interés acordado con el prestamista y a hipotecar propiedades como garantía. Si alguien está interesado en prestar todo o parte de esa cantidad, puede acudir a la tienda de D. Rafael Altarriba en la calle de la Montera, donde le darán información sobre la persona con la que debe tratar.",¿Dónde puede acudir alguien interesado en prestar todo o parte de esa cantidad para obtener información sobre la persona con la que debe tratar?,Puede acudir a la tienda de D. Rafael Altarriba en la calle de la Montera.,True
885,"En la pastelería de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, tienen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 reales.",¿Qué tipo de productos se ofrecen en la pastelería de la calle Jacometrezo?  ,"En la pastelería de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, se ofrecen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 reales.",True
886,"En la pastelería de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, tienen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 reales.",¿Cuál es la ubicación exacta de la pastelería en relación con la calle del Olivo alto?  ,"La pastelería de la calle Jacometrezo, en la esquina cerca de la calle Olivo bajo, número 17, está ubicada en una posición opuesta a la calle del Olivo alto.",True
887,"En la pastelería de la calle Jacometrazo, en la esquina cerca de la calle Olivo bajo, número 17, tienen diferentes tipos de panecillos de Todos Santos a precios de 5½, 6 y 7 reales.",¿Cuáles son los precios de los panecillos de Todos Santos en la pastelería mencionada?,"Los precios de los panecillos de Todos Santos en la pastelería mencionada son de 5½, 6 y 7 reales.",True
888,"En la calle del Conde Duque, número 3, cerca del Cuartel de la Guardia de Corps, se vende un tocador nuevo de plata sin estrenar. También se vende una cama de hierro para matrimonio, con colgadura y colcha de muselina. Además, hay un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda y un camapé de damasco amarillo. También se venden ajuares de cocina y otros varios muebles, todos en muy buen estado. Hay un par de caballos de 5 a 6 años de edad, de color castaño oscuro, que se pueden vender juntos o por separado. Por último, se vende un carruaje al estilo inglés hecho en París. El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde.",¿Qué objetos se encuentran a la venta en la dirección mencionada?,"En la dirección mencionada se encuentran a la venta un tocador nuevo de plata sin estrenar, una cama de hierro para matrimonio con colgadura y colcha de muselina, un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda, un camapé de damasco amarillo, ajuares de cocina y otros varios muebles, un par de caballos de 5 a 6 años de edad de color castaño oscuro, que se pueden vender juntos o por separado, y un carruaje al estilo inglés hecho en París.",True
889,"En la calle del Conde Duque, número 3, cerca del Cuartel de la Guardia de Corps, se vende un tocador nuevo de plata sin estrenar. También se vende una cama de hierro para matrimonio, con colgadura y colcha de muselina. Además, hay un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda y un camapé de damasco amarillo. También se venden ajuares de cocina y otros varios muebles, todos en muy buen estado. Hay un par de caballos de 5 a 6 años de edad, de color castaño oscuro, que se pueden vender juntos o por separado. Por último, se vende un carruaje al estilo inglés hecho en París. El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde.",¿De qué material está hecho el tocador nuevo que se está vendiendo?,El tocador nuevo que se está vendiendo está hecho de plata.,True
890,"En la calle del Conde Duque, número 3, cerca del Cuartel de la Guardia de Corps, se vende un tocador nuevo de plata sin estrenar. También se vende una cama de hierro para matrimonio, con colgadura y colcha de muselina. Además, hay un catre de hierro con colgadura y colcha de damasco amarillo, sillería de seda y un camapé de damasco amarillo. También se venden ajuares de cocina y otros varios muebles, todos en muy buen estado. Hay un par de caballos de 5 a 6 años de edad, de color castaño oscuro, que se pueden vender juntos o por separado. Por último, se vende un carruaje al estilo inglés hecho en París. El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde.",¿Cuál es el horario de apertura del lugar donde se están vendiendo los objetos mencionados?,El lugar estará abierto desde las 10 de la mañana hasta las 6 de la tarde.,True
891,"Si dos descubrimientos son muy parecidos y se presentan ante la autoridad local o de provincia, se considerará válido el que se haya presentado primero. Sin embargo, si hay diferencias entre los descubrimientos, el posterior se considerará una mejora y no se pagará una nueva contribución por ello.",¿Qué se acordó en la junta de acreedores de D. Julian Victor Bourdet en presencia del Sr. Lon Antonio Jose Galindo?,"Se acordó que los periódicos Gacera y Diario de esta ciudad deberán informar a todos los acreedores de Bourdet que tienen un plazo de un mes, a partir del día de publicación, para presentar sus documentos de respaldo de sus créditos a los comisionados D. Pedro Vergez y D. Erancisco Flores. Aquellos que ya hayan presentado sus documentos deberán corroborarlos con otros documentos para proceder a su evaluación. Se les advierte que, si no cumplen con este plazo, sufrirán las consecuencias correspondientes.",True
892,"Si dos descubrimientos son muy parecidos y se presentan ante la autoridad local o de provincia, se considerará válido el que se haya presentado primero. Sin embargo, si hay diferencias entre los descubrimientos, el posterior se considerará una mejora y no se pagará una nueva contribución por ello.",¿Qué deben presentar los acreedores del Bourder dentro de un mes según lo acordado en la junta de acreedores?,"Los acreedores del Bourder deben presentar sus documentos de respaldo de sus créditos a los comisionados D. Pedro Vergez y D. Erancisco Flores dentro de un mes, según lo acordado en la junta de acreedores.",False
893,"Si dos descubrimientos son muy parecidos y se presentan ante la autoridad local o de provincia, se considerará válido el que se haya presentado primero. Sin embargo, si hay diferencias entre los descubrimientos, el posterior se considerará una mejora y no se pagará una nueva contribución por ello.","¿Qué se mejoró en las tarifas de haberes, cargos y descuentos de un regimiento de infantería de linea y ligera según el texto proporcionado?","Se mejoró en las tarifas de haberes, cargos y descuentos de un regimiento de infantería de línea y ligera la forma en que se gestionan los impuestos y se ayuda a aquellos que se han liberado del dominio enemigo.",False
894,"Los tamborileros y flautistas que se han unido voluntariamente a esta Milicia y que se mencionan a continuación, se presentarán lo más rápido posible al comandante del primer batallón, D. Juan Doz.",¿Quiénes son los tamborileros y flautistas que se han unido voluntariamente a esta Milicia?,Los tamborileros y flautistas que se han unido voluntariamente a esta Milicia son D. Juan Doz.,True
895,"Los tamborileros y flautistas que se han unido voluntariamente a esta Milicia y que se mencionan a continuación, se presentarán lo más rápido posible al comandante del primer batallón, D. Juan Doz.",¿Qué deben hacer los tamborileros y flautistas una vez se presenten al comandante del primer batallón?,"Deben seguir las instrucciones y órdenes que les dé el comandante del primer batallón, D. Juan Doz.",True
896,"Los tamborileros y flautistas que se han unido voluntariamente a esta Milicia y que se mencionan a continuación, se presentarán lo más rápido posible al comandante del primer batallón, D. Juan Doz.",¿Cuál es el nombre del comandante del primer batallón al que se deben presentar los tamborileros y flautistas?,D. Juan Doz.,True
897,"Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor no puede utilizar las mejoras hechas por otra persona sin acordarlo con ella.",¿Qué derechos tienen las personas en relación con la mejora de invenciones de otros individuos?,"Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor no puede utilizar las mejoras hechas por otra persona sin acordarlo con ella.",True
898,"Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor no puede utilizar las mejoras hechas por otra persona sin acordarlo con ella.",¿Qué se debe hacer antes de utilizar la invención principal de alguien más?,Acordarlo con el inventor.,True
899,"Cada persona tiene el derecho de mejorar la invención de otra, pero no puede usar la invención principal sin acordarlo con el inventor. Del mismo modo, el inventor no puede utilizar las mejoras hechas por otra persona sin acordarlo con ella.",¿Cómo se debe proceder si un inventor desea utilizar las mejoras realizadas por otra persona en su invención?,El inventor debe acordar el uso de las mejoras realizadas por otra persona en su invención con esa persona antes de proceder.,True
900,"Hoy se celebra el quinto día de Oración en el Convento de Religiosas Capuchinas para dar gracias por el feliz parto de la Reina nuestra Señora, con la asistencia de la comunidad de eclesiásticos. El acto comienza a las 10 de la mañana.",¿Qué evento se celebra hoy en el Convento de Religiosas Capuchinas?,"Se celebra el quinto día de Oración en el Convento de Religiosas Capuchinas para dar gracias por el feliz parto de la Reina nuestra Señora, con la asistencia de la comunidad de eclesiásticos.",True
901,"Hoy se celebra el quinto día de Oración en el Convento de Religiosas Capuchinas para dar gracias por el feliz parto de la Reina nuestra Señora, con la asistencia de la comunidad de eclesiásticos. El acto comienza a las 10 de la mañana.",¿Por qué se celebra este evento en el convento?,Se celebra este evento en el convento para dar gracias por el feliz parto de la Reina nuestra Señora.,True
902,"Hoy se celebra el quinto día de Oración en el Convento de Religiosas Capuchinas para dar gracias por el feliz parto de la Reina nuestra Señora, con la asistencia de la comunidad de eclesiásticos. El acto comienza a las 10 de la mañana.",¿Quiénes asistirán al acto que comienza a las 10 de la mañana en el convento?,La comunidad de eclesiásticos asistirá al acto que comienza a las 10 de la mañana en el convento.,True
903,"Supongamos que un arrendatario tiene 3200 hectáreas de tierras de cultivo; cada año, siembra la mitad y las demás que quedan sin cultivar y se utilizan como alimento para setenta a cien carneros.",¿Cuántas hectáreas de tierras de cultivo siembra el arrendatario cada año?,El arrendatario siembra 1600 hectáreas de tierras de cultivo cada año.,False
904,"Supongamos que un arrendatario tiene 3200 hectáreas de tierras de cultivo; cada año, siembra la mitad y las demás que quedan sin cultivar y se utilizan como alimento para setenta a cien carneros.",¿Qué porcentaje de las tierras de cultivo se utilizan como alimento para los carneros?,El porcentaje de las tierras de cultivo utilizadas como alimento para los carneros sería del 50%.,False
905,"Supongamos que un arrendatario tiene 3200 hectáreas de tierras de cultivo; cada año, siembra la mitad y las demás que quedan sin cultivar y se utilizan como alimento para setenta a cien carneros.",¿Cuántos carneros pueden alimentarse con las tierras que quedan sin cultivar?,Entre 35 y 50 carneros pueden alimentarse con las tierras que quedan sin cultivar.,True
