,original,gpt,manual,Preguntas_manual
371,El principio general de que se debe obedecer á los superiores y á las autoridades constituidas es inconcuso; teóricamente se ha dicho mucho sobre este punto; pero es muy dificil resolver en la práctica si en ciertos casos se debe prestar ó no la obediencia.,El principio básico de seguir a los jefes y a las autoridades establecidas es indiscutible; en teoría se ha hablado mucho sobre este tema; pero es muy difícil determinar en la práctica si en algunos casos se debe obedecer o no.,El principio básico de seguir a los jefes y a las autoridades establecidas es indiscutible; en teoría se ha hablado mucho sobre este tema; pero es muy difícil determinar en la práctica si en algunos casos se debe obedecer o no.,"
1. ¿Cuál es el principio básico de seguir a los jefes y a las autoridades establecidas?
2. ¿En la práctica, ¿es difícil determinar si en algunos casos se debe obedecer o no a los jefes y a las autoridades establecidas?"
372,"Francisco Briquemaud, bordador de Lyon, que con permiso de la Real Junta de Comercio tiene su casa fabrica de bordados, avisa al publico que borda en sedas, oro, y plata sobre qualesquiera tela, sea de algodon, terciopelos, y paños, con hermoso lustre y matizes; tambien dibuja, y pinta; vive en la calle del Caballero de Gracia núm. 33 qto.","Francisco Briquemaud, un bordador de Lyon, tiene una casa fábrica de bordados con el permiso de la Real Junta de Comercio. Él quiere informar al público que borda en sedas, oro y plata sobre cualquier tipo de tela, ya sea algodón, terciopelos o paños. Sus bordados tienen un hermoso brillo y colores. Además, también dibuja y pinta. Francisco vive en la calle del Caballero de Gracia número 33, cuarto piso.","Francisco Briquemaud, un bordador de Lyon, tiene una casa fábrica de bordados con el permiso de la Real Junta de Comercio. Él quiere informar al público que borda en sedas, oro y plata sobre cualquier tipo de tela, ya sea algodón, terciopelos o paños. Sus bordados tienen un hermoso brillo y colores. Además, también dibuja y pinta. Francisco vive en la calle del Caballero de Gracia número 33.","
1. ¿Cuál es la profesión de Francisco Briquemaud?
2. ¿En qué lugar se encuentra la casa fábrica de bordados de Francisco Briquemaud?"
373,"En la calle de la Luna núm.3 frente á la Iglesia de Portaceli, en 1352 casa del maestro de coches que está junto á la botica, se vende una berlina nueva la caxa á la inglesa, y el juego en varas derechas, y otra usada á la española; y se darán con equidad.","En la calle de la Luna número 3, frente a la Iglesia de Portaceli, se está vendiendo una berlina nueva al estilo inglés en la casa del maestro de coches que está al lado de la botica. También hay otra berlina usada al estilo español. Ambas se entregarán de manera justa.","En la calle de la Luna número 3, frente a la Iglesia de Portaceli, se está vendiendo un carruaje nuevo al estilo inglés, en la casa del maestro de coches que está al lado de la botica. También hay otro carruaje usado al estilo español. Ambas se venderán a precio justo.","
1. ¿En qué calle se encuentra la tienda de sombreros ubicada en la plazuela del Ángel?
2. ¿En qué casa se encuentra el maestro de coches que está al lado de la botica?"
374,"Joseph Berteli, y Luis Pigneti; con 2 bayles; el primero nuevo intitulado: El divertimiento de los Paysanos, en el que saldrá toda la Compañia de Baylarines completa, y el segundo, las Bodas de los Aldeanos.","Joseph Berteli y Luis Pigneti realizarán dos bailes. El primero se llama ""El divertimiento de los Paysanos"" y en él participarán todos los bailarines de la compañía. El segundo baile se titula ""Las Bodas de los Aldeanos"".","Joseph Berteli y Luis Pigneti realizarán dos bailes. El primero se llama ""El divertimiento de los Paysanos"" y en él participarán todos los bailarines de la compañía. El segundo baile se titula ""Las Bodas de los Aldeanos"".","
1. ¿Cuál es el nombre del primer baile que realizarán Joseph Berteli y Luis Pigneti?
2. ¿En qué baile participarán todos los bailarines de la compañía?"
375,"Ayuntamiento de la muy noblemuy leal, imperial, muy heróica y coronada villa de Madrid; celebran solemne filesta á su titular patrono el Santo Angel de la Guarda, hoy dia 1.º del mes de Marzo del presente año, en la Real iglesia de nuestra Señora del Baan Suceso, donde se halla colocada la imagen del Santo, que antes se veneraba en la hermita inmediata al santuario de Atocha: predicará el M. R. P. Fr.","El Ayuntamiento de la ciudad de Madrid celebra hoy una fiesta en honor a su patrono, el Santo Ángel de la Guarda. La celebración se llevará a cabo en la iglesia de Nuestra Señora del Buen Suceso, donde se encuentra la imagen del Santo que solía venerarse en una ermita cercana al santuario de Atocha. En la fiesta, el M.R.P. Fr. predicará.","El Ayuntamiento de la ciudad de Madrid celebra hoy una fiesta en honor a su patrono, el Santo Ángel de la Guarda. La celebración se llevará a cabo en la iglesia de Nuestra Señora del Buen Suceso, donde se encuentra la imagen del Santo que solía venerarse en una ermita cercana al santuario de Atocha.","
1. ¿En qué lugar se llevará a cabo la fiesta en honor al Santo Ángel de la Guarda?
2. ¿En qué iglesia se encuentra la imagen del Santo que solía venerarse en una ermita cercana al santuario de Atocha?"
376,"Este abuso produce una manera de oprobio en la modestia de los ciudadanos, pues que por él se hacen públicas las faltas y errores privados, y se barrena inocentemente la justa intencion de las instituciones que tanto aplauso han merecido.","Este maltrato causa vergüenza y humillación en la modestia de los ciudadanos, ya que a través de él se revelan públicamente los errores y faltas privadas, y se daña sin querer la correcta intención de las instituciones que han sido muy elogiadas.","Este maltrato causa vergüenza y humillación en la modestia de los ciudadanos, ya que a través de él se revelan públicamente los errores y faltas privadas, y se daña sin querer la correcta intención de las instituciones que han sido muy elogiadas.","
1. ¿Cómo se puede evitar el maltrato que causa vergüenza y humillación en la modestia de los ciudadanos?
2. ¿Cómo se puede proteger a las instituciones de ser dañadas sin querer por el maltrato que revela públicamente sus errores y faltas privadas?"
377,"; y para su remate se ha señalado el dia 4 del presente mes en la audiencia del señor juez de primera instancia D. Francisco de Assín, de 12 á una de su mañana.","El remate se llevará a cabo el día 4 de este mes. Esto sucederá en la audiencia del juez de primera instancia D. Francisco de Assín, de 12 a 1 de la mañana.","La subasta se llevará a cabo el día 4 de este mes. Esto sucederá en la audiencia del juez de primera instancia D. Francisco de Assín, de 12 a 1 de la mañana.","
1. ¿En qué audiencia se llevará a cabo la subasta?
2. ¿A qué hora se llevará a cabo la subasta?"
378,"Se arriendan los pastos de tres cercas unidas, pertenecientes al Excelentísimo Sr. duque del Infantado, sitas en jurisdiccion de la villa de Manzanares el Real, distante 6 leguas de esta corte, que están sin disfrutar desde marzo del corriente aprox: si alguna persona los necesitase podrá acudir á tratar de ajuste á la contaduria de dicho Sr. inmediato á la parroquia de S. Andrés.","Se alquilan los pastos de tres cercas unidas, que pertenecen al Excelentísimo Señor duque del Infantado. Estos pastos se encuentran en la jurisdicción de la villa de Manzanares el Real, que está a una distancia de 6 leguas de esta corte. Los pastos no han sido utilizados desde marzo de este año aproximadamente. Si alguna persona necesita estos pastos, puede acudir a negociar el contrato en la oficina de contabilidad del señor mencionado, que está ubicada cerca de la parroquia de San Andrés.","Se alquilan los pastos de tres cercas unidas, que pertenecen al Excelentísimo Señor duque del Infantado. Estos pastos se encuentran en la jurisdicción de la villa de Manzanares el Real, que está a una distancia de 6 leguas de esta corte. Los pastos no han sido utilizados desde marzo de este año aproximadamente. Si alguna persona necesita estos pastos, puede acudir a negociar el contrato en la oficina de contabilidad del señor mencionado, que está ubicada cerca de la parroquia de San Andrés.","
1. ¿En qué lugar se encuentran los pastos que se alquilan?
2. ¿Cuál es el nombre del señor que alquila los pastos?"
379,"Para tratar esta question que es una de las mas importantes en la moral y en la política, y para disipar las tinieblas que la embuelven, ha creido el autor conveniente tratarla por partes considerando á el luxo en el hombre, y despues en las sociedades politicas: por que el partido que se ha de tomar sobre la question examinada por este ultimo respecto depende del que se haya tomado despues de haberla aclarado baxo del primero.","Para abordar este tema, que es uno de los más importantes en la moral y en la política, y para aclarar las dudas que lo rodean, el autor ha considerado conveniente tratarlo en partes. Primero se analiza el lujo en el individuo y luego en las sociedades políticas. La decisión que se tome sobre el tema examinado desde este último punto de vista dependerá de la que se haya tomado después de aclararlo bajo el primero.","Para abordar este tema, que es uno de los más importantes en la moral y en la política, y para aclarar las dudas que lo rodean, el autor ha considerado conveniente tratarlo en partes. Primero se analiza el lujo en el individuo y luego en las sociedades políticas. La decisión que se tome sobre el tema examinado desde este último punto de vista dependerá de la que se haya tomado después de aclararlo bajo el primero.","
1. ¿Cómo se analiza el lujo en el individuo y en las sociedades políticas?
2. ¿Cómo depende la decisión que se toma sobre el tema examinado desde el punto de vista político de las sociedades, de la que se haya tomado después de aclararlo bajo el punto de vista del individuo?"
380,"En el de la calle del Principe, por la Compañia de Ribera, se representa el Drama titulado: La Andromaca, con saynete, y dos tonadillas nuevas, á las 4 y ½. La entrada de ayer tarde fue de 2289.","En el teatro de la calle del Príncipe, por la Compañía de Ribera, se está presentando la obra de teatro titulada ""La Andrómaca"", junto con un pequeño acto cómico y dos canciones nuevas, a las 4 y media de la tarde. Ayer hubo una asistencia de 2289 personas.","En el teatro de la calle del Príncipe, por la Compañía de Ribera, se está presentando la obra de teatro titulada ""La Andrómaca"", junto con un pequeño acto cómico y dos canciones nuevas, a las 4 y media de la tarde. Ayer hubo una asistencia de 2289 personas.","
1. ¿En qué teatro se está presentando la obra de teatro ""La Andrómaca"" y qué otros elementos se incluyen en la representación?
2. ¿A qué hora se llevó a cabo la representación de ""La Andrómaca"" y cuánta asistencia hubo en el teatro?"
381,"En el de la calle de la Cruz, por la Compañia de Ribera, se representa la Comedia intitulada: el Calderero de San German con saynete y una tonadilla, y en lugar de la primera tonadilla, se presentará en el Teatro un célebre musico Extrangero, el qual toca 8 instrumentos á un tiempo que son; salterio, organo, trompa, tamboron, sonajas, triangulo, castañetas, la bandola y platillos, con los que se acompaña varias seguidillas boleras y otras cancionetas graciosas en italiano, de subida.","En la calle de la Cruz, junto a la Compañía de Ribera, se está representando la obra de teatro llamada ""El Calderero de San Germán"" con un pequeño acto cómico y una canción ligera. En lugar de la primera canción ligera, habrá un famoso músico extranjero en el Teatro, que toca 8 instrumentos al mismo tiempo: salterio, órgano, trompa, tambor, sonajas, triángulo, castañuelas, la bandola y platillos. Con estos instrumentos, acompaña varias canciones y bailes populares en italiano, muy divertidos.","En la calle de la Cruz, junto a la Compañía de Ribera, se está representando la obra de teatro llamada ""El Calderero de San Germán"" con un pequeño acto cómico y una canción ligera. En lugar de la primera canción ligera, habrá un famoso músico extranjero en el Teatro, que toca 8 instrumentos al mismo tiempo: salterio, órgano, trompa, tambor, sonajas, triángulo, castañuelas, la bandola y platillos. Con estos instrumentos, acompaña varias canciones y bailes populares en italiano, muy divertidos.","
1. ¿En qué teatro se está representando la obra de teatro ""El Calderero de San Germán""?
2. ¿Qué instrumentos estará el famoso músico extranjero tocando en el Teatro?"
382,"Al tiempo de subscribir recibirá cada uno las estampas ya publicadas, y las sestantes se le llevarán á su casa, procurandose que de una á otra entrega medien solos 10 dias ó lo menos que sea posible: todo en los terminos y bajo las prevenciones que con mas extension se expresan en el Diario de 5 del corriente.","Cuando te suscribas, recibirás las estampas que ya han sido publicadas. Las estampas restantes serán llevadas a tu casa, asegurándose de que entre una entrega y otra pasen solo 10 días, o el menor tiempo posible. Todo esto se explica más detalladamente en el Diario del 5 de este mes.","Cuando se suscriba, recibirá las estampas que ya han sido publicadas. Las estampas restantes serán llevadas a su casa, asegurándose de que entre una entrega y otra pasen solo 10 días, o el menor tiempo posible. Todo esto se explica más detalladamente en el Diario del 5 de este mes.","
1. ¿Cuando se suscribirá a la publicación de estampas?
2. ¿Cuántos días se le dará para entregar las estampas restantes?"
383,"Se permiten los cazadores de oficio, con tal que hayan de tener licencia y aprobacion de las Justicias de los respectivos Pueblos, y que concurran en ellos las calidades de hombre de bien y de habilidad.","Se permite la caza a los cazadores profesionales, siempre y cuando tengan licencia y aprobación de las autoridades locales respectivas. Además, deben poseer las cualidades de ser personas honestas y tener habilidades en la caza.","Se permite la caza a los cazadores profesionales, siempre y cuando tengan licencia y aprobación de las autoridades locales respectivas. Además, deben poseer las cualidades de ser personas honestas y tener habilidades en la caza.","
1. ¿Se permite la caza a los cazadores profesionales en esta región?
2. ¿Qué requisitos deben cumplir los cazadores profesionales para poder cazar legalmente en este lugar?"
384,"Porque al considerar que los individuos del número de escribanos de ella turnan semanalmente por via de carga concegil en las causas criminales, ocurre fácilmente un método equitativo para con estos juicios; método digno de la inclinacion de estos funcionarios á las nuevas leyes, y acaso ventajoso a sus intereses, si se atiende á la necesidad de conocer respectivamente de las demandas para grangear su radicacion.","Debido a que los escribanos de la corte se turnan semanalmente para manejar los casos criminales, es posible establecer un método justo para estos juicios. Este método es apropiado para los funcionarios que están interesados en las nuevas leyes, y puede ser beneficioso para sus intereses al considerar la necesidad de conocer las demandas para obtener su radicación.","Debido a que los notarios de la corte se turnan semanalmente para manejar los casos criminales, es posible establecer un método justo para estos juicios. Este método es apropiado para los funcionarios que están interesados en las nuevas leyes, y puede ser beneficioso para sus intereses al considerar la necesidad de conocer las demandas para su resolución.","
1. ¿Por qué los notarios de la corte se turnan semanalmente para manejar los casos criminales?
2. ¿Cómo se puede establecer un método justo para los juicios criminales?"
385,"Lo mismo fué no contentarse con la felicidad que debia á las cosas, cuyo uso hizo la naturaleza necesario para la vida y la salud, ni con la que nace de las inclivaciones sociaSro.","No conformarse con la felicidad que se obtiene de las cosas necesarias para la vida y la salud, ni con la felicidad que proviene de las inclinaciones sociales.","No conformarse con la felicidad que se obtiene de las cosas necesarias para la vida y la salud, ni con la felicidad que proviene de las inclinaciones sociales.","
1. ¿Cómo se puede evitar conformarse con la felicidad que se obtiene de las cosas necesarias para la vida y la salud?
2. ¿Por qué es importante no conformarse con la felicidad que proviene de las inclinaciones sociales?"
386,"El domingo próximo 5 de mayo a las 11 de su mañana se celebrará en las casas consistoriales del sitio de san Lorengo remate para el arrendamiento de las yerbas y pastos de la cerca y prados titulados del Tobar, en jurisdicción de las villas de Sta.","El próximo domingo 5 de mayo, a las 11 de la mañana, se llevará a cabo en las casas consistoriales del sitio de San Lorengo una subasta para alquilar las hierbas y pastos de la cerca y prados conocidos como El Tobar, en el área de las villas de Santa.","El próximo domingo 5 de mayo, a las 11 de la mañana, se llevará a cabo en el ayuntamiento del sitio de San Lorengo una subasta para alquilar las hierbas y pastos de la cerca y prados conocidos como El Tobar, en el área de las villas de Santa.","
1. ¿En qué lugar se llevará a cabo la subasta para alquilar las hierbas y pastos de El Tobar?
2. ¿A qué hora se llevará a cabo la subasta para alquilar las hierbas y pastos de El Tobar?"
387,"El dia 12 de este á las 4 y 1/ de la tarde se perdieron dos pañuelos de lienzo de yerbas, con listas encarnadas y blancas, en pieza, desde el Despacho de generos de Filipinas, hasta el Prado; se entregarán en la Administracion de Loteria que hay frente al Coliseo del Principe.","El día 12 de este mes, a las 4 y media de la tarde, se extraviaron dos pañuelos de tela de algodón con rayas rojas y blancas, en una sola pieza, desde la oficina de venta de telas de Filipinas hasta el Parque. Los pañuelos se deben entregar en la oficina de lotería que está enfrente del Coliseo del Príncipe.","El día 12 de este mes, a las 4 y media de la tarde, se extraviaron dos pañuelos de tela de algodón con rayas rojas y blancas. Se perdió entre la oficina de venta de materiales de Filipinas hasta el Prado. Los pañuelos se deben entregar en la oficina de lotería que está enfrente del Coliseo del Príncipe.","
1. ¿En qué lugar se perdieron los dos pañuelos de tela de algodón con rayas rojas y blancas?
2. ¿A qué hora se perdieron los dos pañuelos de tela de algodón con rayas rojas y blancas?"
388,"Y las penas que por la citada Real Ordenanza se imponen á los contraventores son las siguientes: á los que se encontraren cazando ó pescando, siendo nobles, tres mil maravedís por la primera vez, doblada pena por la segunda, y triplicada por la tercera, con apercibimiento de mas graves penas al arbitrio del Consejo , con respecto á la inobediencia: y si fuere plebeyo en mil y quinientos maravedís por la primera vez; no teniendo de que exigirlos, en ocho dias de Cárcel; doble todo por la segunda, y triplicada por la tercera, con perdimiento á unos y otros de los instrumemos que se les aprehendan; quedando, como quedan, derogadas todas las Reglas, órdenes y providencias dadas sobre la Veda General de Caza y Pesca.","Las penas impuestas a los infractores según la Real Ordenanza son las siguientes: a los nobles que sean encontrados cazando o pescando, se les multará con tres mil maravedís la primera vez, se duplicará la pena la segunda vez y se triplicará la tercera vez, con la posibilidad de imponer penas más graves a discreción del Consejo en caso de desobediencia. Si el infractor es plebeyo, se le multará con mil quinientos maravedís la primera vez; en caso de no poder pagar, se le enviará a la cárcel por ocho días. La pena se duplicará en la segunda vez y se triplicará en la tercera vez, y se les confiscarán los instrumentos que se les hayan confiscado a ambos. Se derogan todas las reglas, órdenes y disposiciones relacionadas con la veda general de caza y pesca.","Las penas impuestas a los infractores según la Real Ordenanza son las siguientes: a los nobles que sean encontrados cazando o pescando, se les multará con tres mil maravedís la primera vez, se duplicará la pena la segunda vez y se triplicará la tercera vez, con la posibilidad de imponer penas más graves según la decisión del Consejo. Si el infractor es plebeyo, se le multará con mil quinientos maravedís la primera vez; en caso de no poder pagar, se le enviará a la cárcel por ocho días. La pena se duplicará en la segunda vez y se triplicará en la tercera vez, y se les confiscarán los instrumentos. Se derogan todas las reglas, órdenes y disposiciones relacionadas con la veda general de caza y pesca.","
1. ¿Cuáles son las penas impuestas a los nobles según la Real Ordenanza por encontrarse cazando o pescando?
2. ¿Cuáles son las penas impuestas a los plebeyos según la Real Ordenanza por encontrarse cazando o pescando?"
389,"Sr. duque del Infantado, llamadas la Nueva, el Serrano y Navalcaire, la persona que quiera tratar de ajuste acudirá a la contaduría de dicho Sr. casa contigua á la parroquia de san Andres de esta corte.","El Sr. duque del Infantado, propietario de las fincas conocidas como la Nueva, el Serrano y Navalcaire, ha establecido que cualquier persona interesada en negociar un acuerdo deberá dirigirse a la oficina de contabilidad de dicho Sr., la cual se encuentra al lado de la iglesia de San Andrés en esta ciudad.","El Sr. duque del Infantado, propietario de las fincas conocidas como la Nueva, el Serrano y Navalcaire, ha establecido que cualquier persona interesada en negociar un acuerdo deberá dirigirse a la oficina de contabilidad de dicho señor, la cual se encuentra al lado de la iglesia de San Andrés de esta corte.","
1. ¿Cuál es el nombre del propietario de las fincas Nueva, Serrano y Navalcaire?
2. ¿En qué lugar se encuentra la oficina de contabilidad del Sr. duque del Infantado?"
390,"Sacramentado, que estará expuesto desde la misa mayor hasta despues de completas, que se cantaran á las 41: asistirá á oficiar por mañana y tarde un iucido conjunto de voces é instrumentos: se celebrarán misis rezadas hoy dia de la fiesta desde las 7 hasta las 2 en el altar del Santo, y se aplicarán por los bien hechores que contribuyen con sus limosnas para estos cultos.","El Santísimo Sacramento estará expuesto desde la misa principal hasta después de completas, que se cantarán a las 4 en punto. Habrá un destacado grupo de voces e instrumentos que oficiará por la mañana y por la tarde. Hoy, en el altar del Santo, se celebrarán misas rezadas desde las 7 de la mañana hasta las 2 de la tarde. Estas misas serán dedicadas a los benefactores que contribuyen con sus donativos para estos actos religiosos.","El Santísimo Sacramento estará expuesto desde la misa principal hasta después de completas, que se cantarán a las 4 en punto. Habrá un destacado grupo de voces e instrumentos que oficiará por la mañana y por la tarde. Hoy, en el altar del Santo, se celebrarán misas rezadas desde las 7 de la mañana hasta las 2 de la tarde. Estas misas serán dedicadas a los benefactores que contribuyen con sus donativos para estos actos religiosos.","
1. ¿En qué horario estará expuesto el Santísimo Sacramento durante la misa principal y después de ella?
2. ¿Habrá un destacado grupo de voces e instrumentos que oficiará por la mañana y por la tarde?"
391,"99 Está abierta segunda subscripcion para 24 números que comprehenden desde el 13 hasta el 58 inclusive, por los quales en consideracion á su extension pagarán los de Madrid 16 rs.","Se ha abierto una segunda subscripción para adquirir 24 números, que van desde el número 13 hasta el número 58, por los cuales los habitantes de Madrid pagarán 16 reales debido a su extensión.","Se ha abierto una segunda subscripción para adquirir 24 números, que van desde el número 13 hasta el número 58, por los cuales los habitantes de Madrid pagarán 16 reales debido a su extensión.","
1. ¿Cuántos números se han subscrito para adquirir por los habitantes de Madrid?
2. ¿Cuánto pagarán los habitantes de Madrid por los 24 números adquiridos?"
392,"Unos dicen que solo es funesto para las republicas, y nacesario á las monarquias, al paso que otros pretenden que siendo bueno en si, solo llega á ser perjudicial por la mala administracion publica; no faltando quien asegure que á pesar de las precauciones que se han tomado, se introduce necesariamente en las sociedades politicas, las levantan al mas alto grado de riqueza, de poder y explenNum 184.","Algunos afirman que solo es perjudicial para las repúblicas y necesario para las monarquías, mientras que otros sostienen que, aunque es bueno en sí mismo, solo se vuelve perjudicial debido a la mala administración pública. No falta quien asegure que, a pesar de las precauciones tomadas, se introduce inevitablemente en las sociedades políticas, elevándolas al máximo grado de riqueza, poder y esplendor.","Algunos afirman que solo es perjudicial para las repúblicas y necesario para las monarquías, mientras que otros sostienen que, aunque es bueno en sí mismo, solo se vuelve perjudicial debido a la mala administración pública. No falta quien asegure que, a pesar de las precauciones tomadas, se introduce inevitablemente en las sociedades políticas, elevándolas al máximo grado de riqueza, poder y esplendor.","
1. ¿Cuál es la opinión de quien afirma que solo es perjudicial para las repúblicas y necesario para las monarquías?
2. ¿Cuál es la opinión de quien sostiene que, aunque es bueno en sí mismo, solo se vuelve perjudicial debido a la mala administración pública?"
393,"Lo que quieren es que los nombre el Rey; pero manifiestan su deseo de que este nombramiento recaiga en personas que tengan todas las circunstancias que requieren los decretos de las Cortes, de consiguiente estas autoridades que representan estan en esto conformes con lo prescrito por la Constitucion.","Lo que quieren es que el Rey los nombre. Sin embargo, expresan su deseo de que este nombramiento sea otorgado a personas que cumplan con todas las condiciones requeridas por los decretos de las Cortes. Por lo tanto, estas autoridades que representan están de acuerdo con lo establecido por la Constitución.","Lo que quieren es que el Rey los nombre. Sin embargo, expresan su deseo de que este nombramiento sea otorgado a personas que cumplan con todas las condiciones requeridas por los decretos de las Cortes. Por lo tanto, estas autoridades que representan están de acuerdo con lo establecido por la Constitución.","
1. ¿Qué es lo que quieren las autoridades representadas en este texto?
2. ¿Por qué estas autoridades están de acuerdo con lo establecido por la Constitución?"
394,"En la calle del Duque de Alba casa n. 24 se vende un retablito pintado y dorado, del dia, nuevo, y se dará con la mayor equidad; dará razon el Guarnicionero en dicha casa.","Se vende un pequeño cuadro pintado y dorado en la calle Duque de Alba, número 24. El cuadro es nuevo y se entregará de forma justa. El Guarnicionero en esa casa dará más detalles.","Se vende un pequeño cuadro pintado y dorado en la calle Duque de Alba, número 24. El cuadro es nuevo y se venderá a precio justo. El artesano de esa casa dará más detalles.","
1. ¿Cuál es el precio del cuadro pintado y dorado que se vende en la calle Duque de Alba, número 24?
2. ¿Podrías dar más detalles sobre el cuadro pintado y dorado que se vende en la calle Duque de Alba, número 24?"
395,"Cuatro Juegos antiguos celebraba La Provincia de Acaya (1) por memoria: Dos á honor de los Dioses consagraba, Y otros dos á los hombres de alta gloria: A Jove, Phebo, y Palemón cuidaba Con Arquemoro (2.","La Provincia de Acaya celebraba cuatro Juegos antiguos en memoria: dos en honor a los Dioses y otros dos en honor a hombres famosos. Se cuidaba de Jove, Phebo y Palemón con Arquemoro.","La Provincia de Acaya celebraba cuatro Juegos antiguos en memoria: dos en honor a los Dioses y otros dos en honor a hombres famosos. Se cuidaba de Jove, Phebo y Palemón con Arquemoro.","
1. ¿Cuántos Juegos antiguos celebró la Provincia de Acaya en memoria de Dioses y hombres famosos?
2. ¿Qué dioses y hombres famosos honraron la Provincia de Acaya en sus cuatro Juegos antiguos?"
396,"Vaya que ninguno de quantos Poetas escriben al Diario, este enigma aciertan: Qual es una cosa que sin que ser tenga en un mismo punto nada, corre, y vuelar Ella es invisible y da ser, y engendra, ella es nada, y todo es algo por ella.","Ninguno de los poetas que escriben en el Diario logran resolver este enigma. El enigma es: ¿Qué es una cosa que existe sin tener nada en un mismo punto, que corre y vuela, que es invisible y da vida, que es nada pero a la vez todo es algo por ella?","Ninguno de los poetas que escriben en el Diario logran resolver este enigma. El enigma es: ¿Qué es una cosa que existe sin tener nada en un mismo punto, que corre y vuela, que es invisible y da vida, que es nada pero a la vez todo es algo por ella?","
1. ¿Qué es el enigma que los poetas que escriben en el Diario intentan resolver?
2. ¿Qué características describe la cosa que existe sin tener nada en un mismo punto, que corre y vuela, que es invisible y da vida, que es nada pero a la vez todo es algo por ella?"
397,"En su víspera y hora de las 5 de la tarde asistirá á la iglesia de S.Isidro a la vigilia de difuntos; y en el siguiente dos, á las 8 de la mañana saldrá formado de sus casas consistoriales al campo de la lealtad en el Prado, donde habrá erigidos tres altares para que se celebren misas toda la mañana, en cuyo sitio se cantará un solemne responso, volviendo a dicha iglesia de san Isidro a la misa y oración fúnebre.","En la víspera y a las 5 de la tarde, asistirá a la iglesia de San Isidro para la vigilia de difuntos. Al día siguiente, a las 8 de la mañana, saldrá formado de las casas consistoriales al campo de la lealtad en el Prado. En ese lugar, habrá tres altares donde se celebrarán misas durante toda la mañana. También se cantará un solemne responso. Después, volverá a la iglesia de San Isidro para la misa y oración fúnebre.","En su víspera y a las 5 de la tarde, asistirá a la iglesia de San Isidro para la vigilia de difuntos. Al día siguiente, a las 8 de la mañana, saldrá formado del ayuntamiento al campo de la lealtad en el Prado. En ese lugar, habrá tres altares donde se celebrarán misas durante toda la mañana. También se cantará una solemne oración. Después, volverá a la iglesia de San Isidro para la misa fúnebre.","
1. ¿A qué hora y lugar se llevará a cabo la vigilia de difuntos?
2. ¿En qué lugar se celebrarán las misas y se cantará la oración solemne?"
398,"Luago el luxo comiderado en réstes el uso de los objetos que producen sensaciones agradables, y que el hombre ha becho necesarias para su felizadad aunque no lo sean.","El lujo es considerado en muchos casos como el uso de objetos que producen sensaciones agradables y que el hombre ha hecho necesarios para su felicidad, aunque en realidad no lo sean.","El lujo es considerado en muchos casos como el uso de objetos que producen sensaciones agradables y que el hombre ha hecho necesarios para su felicidad, aunque en realidad no lo sean.","
1. ¿Cómo se define el lujo en el contexto de este texto?
2. ¿Por qué se considera al lujo como un uso de objetos que producen sensaciones agradables en muchos casos?"
399,"No les importa, asi á unos como á otros, el tener ideas justas, y principios seguros con que dirigir su conducta sea qual fuere la publica administracion Pero qual es la naturaleza del luxo Qual la idea que presenta este termino?","A ellos no les importa tener ideas justas y principios seguros para dirigir su comportamiento, ya sea en la administración pública o en cualquier otro ámbito. Pero ¿qué es la naturaleza del lujo? ¿Qué idea presenta este término?","A ellos no les importa tener ideas justas y principios seguros para dirigir su comportamiento, ya sea en la administración pública o en cualquier otro ámbito. Pero ¿qué es la naturaleza del lujo? ¿Qué idea presenta este término?","
1. ¿Qué es la naturaleza del lujo? ¿Qué idea presenta este término?
2. ¿Qué es la naturaleza del lujo? ¿Qué idea presenta este término?"
400,"¡No sé qué desigualdad embeba la esencia de esta fórmula, para hacerse tan notable en la alternativa de sus accidentesl Todavia es mas repugnante la libertad tolerada que tiene qualquiera para instrusarse en la sala de audiencia, acaso por defecto de vigilancia.","No entiendo qué diferencia está presente en esta fórmula, que la hace tan evidente en los cambios que ocurren. Además, es aún más desagradable la libertad permitida que cualquier persona tiene para interrumpir en la sala de audiencias, tal vez debido a la falta de supervisión.","No entiendo qué diferencia está presente en esta fórmula, que la hace tan evidente en los cambios que ocurren. Además, es aún más desagradable la libertad permitida que cualquier persona tiene para interrumpir en la sala de audiencias, tal vez debido a la falta de supervisión.","
1. ¿Qué diferencia hay entre esta fórmula y otras que no son tan evidentes en los cambios que ocurren?
2. ¿Por qué es más desagradable la libertad permitida que cualquier persona tiene para interrumpir en la sala de audiencias, tal vez debido a la falta de supervisión?"
