,original,gpt,manual,Preguntas_original
331,"Contendrá este discurso dos puntos; el uno sobre comunes públicos, y el otro sobre Serenos, muy interesantes ambos á la comodidad y decoro de esta Corte; y latamente á la salud y seguridad de su vecindario.","Este discurso tratará dos temas: uno sobre los espacios públicos y otro sobre los vigilantes nocturnos, ambos muy importantes para la comodidad y el decoro de esta ciudad, así como para la salud y seguridad de sus habitantes.","Este discurso tratará dos temas: uno sobre los espacios públicos y otro sobre los vigilantes nocturnos, ambos muy importantes para la comodidad y el decoro de esta ciudad, así como para la salud y seguridad de sus habitantes.","
1. ¿Cómo se describe la importancia de la Regencia en conservar la tranquilidad interior de sus pueblos y facilitar a los que han quedado libres de la dominación enemiga los medios de detener el curso de los males que les ha acarreado la arbitrariedad con que ha procedido el gobierno intruso en la imposición y manejo de contribuciones?
2. ¿Cómo se describe la importancia de los viajes útiles para el género humano y los nombres sabios que emprenden estos viajes para enriquecer a las naciones con sus nuevos descubrimientos sobre el gobierno, religión, costumbres, carácter, industria y comercio de otros pueblos, juntamente con las varias producciones de los diferentes elementos del mundo?"
332,"Sr. Gefe politico, en beneficio de los pobres indigentes de ambos sexos, invita á los vecinos de dicho barrio para que se sirvan subscribirse con la limosna mensual ó semanal voluntaria, que les inspire su zelo y permitan sus facultades, para socorrer la miseria que padece dicha clase indigente, segun lo tiene dispuesto nuestro sabio y benéfico Gobiegno.","El señor jefe político, con el fin de ayudar a las personas pobres y necesitadas de ambos géneros, invita a los habitantes de ese barrio a que se suscriban voluntariamente con una limosna mensual o semanal, de acuerdo a su disposición y capacidad, para ayudar a aliviar la pobreza que sufre esta clase necesitada, tal como lo establece nuestro sabio y benevolente gobierno.","El señor jefe político, con el fin de ayudar a las personas pobres y necesitadas de ambos géneros, invita a los habitantes de ese barrio a que se suscriban voluntariamente con una limosna mensual o semanal voluntaria, de acuerdo a su disposición y capacidad, para ayudar a aliviar la pobreza que sufre esta clase necesitada, tal como lo establece nuestro sabio y benevolente gobierno.","
1. ¿Cómo se puede ayudar a los pobres indigentes de ambos sexos en beneficio de los pobres indigentes de ambos sexos?
2. ¿Cómo se puede inspirar el zelo de los vecinos para socorrer la miseria de la clase indigente?"
333,"Lo comun es dividirla y cobsiderarla en las quatro partes ó Reynos de Fez, Marruecos, Sus, y Tafilete; pero por quanto el tercero está enclavado en el segundo, dependiendo dé él; y el quarto es pono conocido, nosotros dividimos la Region Marroqui en solo los dos Reynos de Marruecos, y de Fez, con sus provincias respectivas, de que daremos una exacta descripcion.","Lo común es dividirla y considerarla en cuatro partes o reinos: Fez, Marruecos, Sus y Tafilete. Sin embargo, como el tercero está dentro del segundo y depende de él, y el cuarto es poco conocido, nosotros dividimos la Región Marroquí solo en los dos reinos de Marruecos y Fez, con sus respectivas provincias, de las cuales daremos una descripción exacta.","Lo común es dividirla y considerarla en cuatro partes o reinos: Fez, Marruecos, Sus y Tafilete. Sin embargo, como el tercero está dentro del segundo y depende de él, y el cuarto es poco conocido, nosotros dividimos la Región Marroquí solo en los dos reinos de Marruecos y Fez, con sus respectivas provincias, de las cuales daremos una descripción exacta.","
1. ¿Cuántas partes o reinos se dividen la región de Fez, Marruecos, Sus y Tafilete?
2. ¿Por qué se divide la región de Marruecos en solo dos reinos, Marruecos y Fez, con sus respectivas provincias?"
334,"En el de la Cruz, á las 8 de la noche, se ejecutará la comedia en 3 actos titulada el Perro del Hortelano; á continuacion bailará sa cachucha la señora Luisa Valdés, y se dará fin con el sainete titulado los Payos astutos.","En la Iglesia de la Cruz, a las 8 de la noche, se realizará la representación de una obra de teatro de tres actos llamada ""El Perro del Hortelano"". Después, la señora Luisa Valdés bailará la cachucha y finalmente se presentará un sainete llamado ""Los Payos Astutos"".","En la Iglesia de la Cruz, a las 8 de la noche, se realizará la representación de una obra de teatro de tres actos llamada ""El Perro del Hortelano"". Después, la señora Luisa Valdés bailará la danza ""la cachucha"" y finalmente se presentará un sainete llamado ""Los Payos Astutos"".","
1. ¿En qué lugar se realizará la comedia en 3 actos titulada ""El Perro del Hortelano"" a las 8 de la noche?
2. ¿Qué seguirá a la representación de la comedia ""El Perro del Hortelano"" y quién bailará en cachucha?"
335,"A la tienda de loza inglesa, calle del Principe, frente á la de la Visitacion, acaba de llegar un buen surtido de dicho género y se venden los platos trincheros y soperos á 36 rs.","En la tienda de platos de Inglaterra, ubicada en la calle del Príncipe, justo enfrente de la tienda de la Visitación, acaba de llegar una gran variedad de estos productos y se están vendiendo los platos para trinchar y para sopa a un precio de 36 reales.","En la tienda de barro cocido de Inglaterra, ubicada en la calle del Príncipe, justo enfrente de la calle Visitación, acaba de llegar una gran variedad de estos productos y se están vendiendo los platos para trinchar y para sopa a un precio de 36 reales.","
1. ¿En qué calle se encuentra la tienda de loza inglesa?
2. ¿A qué precio se venden los platos trincheros y soperos en la tienda de loza inglesa?"
336,"9.º Al tiempo de recoger del Ayuntamiento ó del Gefe político el inventor, perfeccionador ó introductor el certificado que le haya expedido el secretario de la gobernacion, entregará otra cantidad igual á la que entregó al tiempo de pretender dicho certificado.","Cuando el inventor, perfeccionador o introductor recoja el certificado que le haya expedido el secretario de la gobernación del Ayuntamiento o del Jefe político, deberá entregar otra cantidad igual a la que entregó al momento de solicitar dicho certificado.","9 º Cuando el inventor, perfeccionador o introductor recoja el certificado que le haya expedido el secretario de la gobernación del Ayuntamiento o del Jefe político, deberá entregar otra cantidad igual a la que entregó al momento de solicitar dicho certificado.","
1. ¿Cuál es el significado de la frase ""los panes de oro reducidos á tenuisimos pedazos""?
2. ¿Por qué el Señor Salanoba quiere probarnos la hipótesis que adopta?"
337,"Ignorándose la habitacion en esta corte del Sr. D. Ventura Codina, capitan agregado al estado mayor de la plaza de la Coruña, y teniendo que evacuar una declaracion ante el ayudante de esta plaza D. Francisco Miranda, que vive calle de Cantarranas, núm. 16, cuarto principal, se le avisa por medio de este para que se presente á la mayor brevedad en casa de dicho Señor Por providencia del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, de este dia, se manda que D Joaquin del Valle, teniente retirado de caballeria con destino á Valdeconcha, partido de Pastrana, que reside en esta corte, y se ignora su habitacion, comparezca ante dicho Sr. Juez, que vive calle y casa del Sacramento, á evacuar cierta diligencia que se ordena en despacho librado por el de primera instancia del partido de Pastrana; apercibido que de lo contrario le pasará el perjuicio que haya lugar.","Se le informa al Sr. D. Ventura Codina, capitán del estado mayor de la plaza de la Coruña, que debe presentarse rápidamente en la casa de D. Francisco Miranda, ubicada en la calle de Cantarranas, núm. 16, cuarto principal, para realizar una declaración ante el ayudante de la plaza.",,"
1. ¿Cuál es la fecha en la que se perdió la pieza de autos?
2. ¿Qué es el volumen de la pieza de autos que se perdió?"
338,,,,"
1. ¿En qué calle se encuentra la sombrería?
2. ¿Qué tipo de sombreros y gorras se venden en la sombrería?"
339,Por orden del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, se solicita la comparecencia del Sr. Joaquin del Valle,"
1. ¿En qué calle se encuentra la sombrería de Leon de Francia?
2. ¿En qué librería se venden las estampas de un guerrero viejo y una vieja?"
340,,,,"
1. ¿En qué calle se encuentra la sombrería?
2. ¿Qué tipo de sombreros y gorras se venden en la sombrería?"
341,Por orden del Sr. D. Angel Fernandez de los Rios, juez de primera instancia en esta villa, se solicita la comparecencia del Sr. Joaquin del Valle,"
1. ¿En qué calle se encuentra la sombrería de Leon de Francia?
2. ¿En qué librería se venden las estampas de un guerrero viejo y una vieja?"
342,"Un matrimonio, que vive en la calle de la Sarten, esquina á la de las Veneras, núm. 5, cuarto principal, desea colocarse en una casa decente, el marido para comprar y cuidar un caballo, y la muger en clase de cocinera: tiene personas que abonen su conducta.","Un matrimonio que vive en la calle de la Sartén, esquina con la calle de las Veneras, número 5, cuarto principal, desea encontrar una casa adecuada. El esposo quiere comprar y cuidar un caballo, mientras que la esposa quiere trabajar como cocinera. Además, tienen referencias que respaldan su buen comportamiento.","Un matrimonio que vive en la calle de la Sartén, esquina con la calle de las Veneras, número 5, cuarto principal, desea encontrar trabajo en una casa decente. El esposo quiere trabajar comprando y cuidando un caballo, mientras que la esposa quiere trabajar como cocinera. Además, tienen referencias que respaldan su buen comportamiento.","
1. ¿Cuál es el nombre de la calle donde vive el matrimonio?
2. ¿En qué número de la calle de las Veneras se encuentra la casa del matrimonio?"
343,": si alguna persona quisiere comprarla, dará razon de sus circunstancias D. Antonio Garcia, Presbítero, en la plateria frente al Convento de Monjas de la Magdalena calle de Atocha.","Si alguien quiere comprarla, deberá dar información sobre sí mismo al Sr. Antonio Garcia, que es sacerdote, en su tienda de platería ubicada frente al Convento de Monjas de la Magdalena en la calle de Atocha.","Si alguien quiere comprarla, deberá dar información sobre sí mismo al Sr. Antonio Garcia, que es sacerdote, en su tienda artesanal de plata,  ubicada frente al Convento de Monjas de la Magdalena en la calle de Atocha.","
1. ¿Cuál es el nombre de la persona que quiere comprar la frase?
2. ¿Por qué quiere comprar la frase?"
344,"Con la mayor brevedad la opera en un acto titulada el Engaño feliz, música del célebre Rossini, en la que se presentará por primera vez la señora Carolina Massey, que acaba de llegar de Lisboa, adonde ha estado duránte dos años de primera donna en el teatro de S. Carlos.","La ópera en un acto llamada el Engaño feliz, con música de Rossini, se presentará pronto. En esta ópera, la señora Carolina Massey hará su debut. Ella acaba de llegar de Lisboa, donde ha sido la primera soprano en el Teatro de S. Carlos durante dos años.","La ópera en un acto llamada ""el Engaño feliz"", con música de Rossini, se presentará pronto. En esta ópera, la señora Carolina Massey hará su debut. Ella acaba de llegar de Lisboa, donde ha sido la primera soprano en el Teatro de S. Carlos durante dos años.","
1. ¿Cuál es el título de la ópera en un acto que se presentará por primera vez la señora Carolina Massey?
2. ¿En qué teatro se presentará la ópera en un acto titulada el Engaño feliz?"
345,"Deben abrirse ahora los oyos, para plantar arboles y vides en la siguiente primavera, hechandoles buen estiercol dentro, á efecto de que se pudra con las lluvias, y que haciendose mantillo fecundice, y sazone mejor el terreno.","Deben abrirse ahora los hoyos para plantar árboles y vides en la próxima primavera. Se les debe echar buen estiércol dentro de los hoyos para que se pudra con las lluvias. De esta manera, al convertirse en mantillo, fertilizará y mejorará el suelo.","Deben abrirse ahora los hoyos para plantar árboles y vides en la próxima primavera. Se les debe echar buen estiércol dentro de los hoyos para que se pudra con las lluvias. De esta manera, al convertirse en mantillo, fertilizará y mejorará el suelo.","
1. ¿Deberían abrirse ahora los oyos para plantar árboles y vides en la próxima primavera, y si eso se hace, ¿cómo se puede hacer para que se pudra con las lluvias y que se haga mantillo fecundizador?
2. ¿Por qué es importante abrir los oyos para plantar árboles y vides en la próxima primavera y cómo se puede hacer para que se pudra con las lluvias y que se haga mantillo fecundizador?"
346,"Luego que llueva en Octubre es bueno aporcar los cardos, ó transponerlos; plantar rayces de yerba-buena: poner cerezos, guindos perales tempranos, manzanos, y otros tales arboles que no temen los trios, con tal que sea en tierras calientes; y por ultimo se pueden recojer las bellotas, las castañas, las avellanas, y las nueces.","Después de la lluvia en octubre, es recomendable hacer montones con los cardos o trasplantarlos. También se puede plantar raíces de hierbabuena y colocar cerezos, guindos, perales tempranos, manzanos y otros árboles similares que no temen los vientos fuertes, siempre y cuando sea en tierras calientes. Por último, se pueden recolectar las bellotas, las castañas, las avellanas y las nueces.","Después de la lluvia en octubre, es recomendable cubrir los cardos con tierra o trasplantarlos. También se puede plantar raíces de hierbabuena y colocar cerezos, guindos, perales tempranos, manzanos y otros árboles similares que no sufren con los vientos fuertes, siempre y cuando sea en tierras calientes. Por último, se pueden recolectar las bellotas, las castañas, las avellanas y las nueces.","
1. ¿Cuando es bueno aporcar los cardos o transponerlos?
2. ¿Cuál es el mejor lugar para plantar rayces de yerba-buena?"
347,"Quien tubiere de venta una Executoria del apellido de Martinez, acuda para tratar de su compra á la libreria de D. Manuel Fernandez, frente á las gradas de S. Felipe el Real.","Si alguien tiene a la venta una certificación del apellido Martínez, puede ir a la librería del señor Manuel Fernández, que se encuentra frente a las gradas de San Felipe el Real, para discutir la posibilidad de comprarla.","Si alguien tiene a la venta una certificación del apellido Martínez, puede ir a la librería del señor Manuel Fernández, que se encuentra frente a las gradas de San Felipe el Real, para discutir la posibilidad de comprarla.","
1. ¿Qué están vendiendo en la librería de D. Manuel Fernandez?
2. ¿Cuál es el precio de las estampas con marcos de nueva invención de gusto etrusco?"
348,"En la calle del Calvario frente á la de Ministriles, n. 8, se vende un salterio nuevo con su caxa, de buenas voces; tambien se venden perro y perra de lanas muy largas y finas, de edad de 4 meses, todo con equidad.","En la calle del Calvario, frente a la calle de Ministriles, número 8, se vende un salterio nuevo con su caja, de buena calidad de sonido. También se venden un perro y una perra de lanas muy largas y finas, de 4 meses de edad, todo a un precio justo.","En la calle del Calvario, frente a la calle Ministriles, número 8, se vende un salterio (instrumento musical) nuevo con su caja, de buena calidad de sonido. También se venden un perro y una perra de lanas muy largas y finas, de 4 meses de edad, todo a un precio justo.","
1. ¿En qué calle se encuentra la tienda donde se vende el salterio nuevo con su caja y de qué calidad son las voces?
2. ¿En qué calle se encuentra la tienda donde se venden los perros y perras de lanas largas y finas, de cuánta edad son y con qué equidad se venden?"
349,"En la primera noticia suelta de ayer 24 llamando á los maestros de obras para la que se ha de executar en la calle de la Ruda, en el termino de los 30 dias, se ha de entender desde el dia 8 del corriente.","Ayer, se publicó la primera noticia sobre la convocatoria a los maestros de obras para la construcción en la calle de la Ruda. El plazo para ejecutar la obra es de 30 días, contados a partir del día 8 de este mes.","Ayer, se publicó la primera noticia sobre la convocatoria a los maestros de obras para la construcción en la calle de la Ruda. El plazo para ejecutar la obra es de 30 días, contados a partir del día 8 de este mes.","
1. ¿En qué día se debe entender la noticia suelta de ayer 24 llamando a los maestros de obras para la que se ha de ejecutar en la calle de la Ruda?
2. ¿En cuántos días se debe entender la noticia suelta de ayer 24 llamando a los maestros de obras para la que se ha de ejecutar en la calle de la Ruda?"
350,"D. Juan Bantista Buretre, maestro de lengua Francesa de las educandas del Real Monasterio de las Señoras Salesas de esta Corte, con licencia del supremo Consejo, da aviso al publico que hoy 10 de Octubre vuelve á abrir la academia de dicha lengua que tenia en su casa, habiendola suspendido por ra998 zon de los calores, á las 7 y media hasta las 9 y media de la noche, los que gusten suscribir le encontrarán de las 7 á las 8 de la mañana, y de las 2 á las 4 en su casa n. 13 calle de los Preciados esquina á la de la Ternera, qto.","El señor Juan Bantista Buretre, profesor de francés de las estudiantes del Real Monasterio de las Señoras Salesas de esta ciudad, con permiso del supremo Consejo, informa al público que hoy, 10 de Octubre, vuelve a abrir la academia de francés que tenía en su casa. Había suspendido las clases debido al calor. Las clases serán de 7:30 a 9:30 de la noche. Aquellos que estén interesados en inscribirse podrán encontrar al señor Buretre de 7 a 8 de la mañana y de 2 a 4 de la tarde en su casa, ubicada en la calle Preciados número 13, esquina con la calle Ternera.","El señor Juan Bantista Buretre, profesor de francés de las estudiantes del Real Monasterio de las Señoras Salesas de esta ciudad, con permiso del supremo Consejo, informa al público que hoy, 10 de Octubre, vuelve a abrir la academia de francés que tenía en su casa. Había suspendido las clases debido al calor. Las clases serán de 7:30 a 9:30 de la noche. Aquellos que estén interesados en inscribirse podrán encontrar al señor Buretre de 7 a 8 de la mañana y de 2 a 4 de la tarde en su casa, ubicada en la calle Preciados número 13, esquina con la calle Ternera.","
1. ¿Cuál es la fecha en la que se reabre la academia de lengua francesa?
2. ¿En qué horario se reabre la academia de lengua francesa?"
351,"Francisco Patrás, de nacion francés y fabricante en la Ciudad de Lyon, ha establecido con Real permiso en la Ciudad de Barcelona una fábrica de regidos de oro, plata, soda, camelotes, moquetas, felpas y otros, para cuyo establecimiento le han facilitado algunos auxilios la piedad de S. M. y la junta particular de Comercio del Principado de Cataluña, y sobre tener acreditada la bondad de sus generos los proporcionará á quien se los pida con la posible comodidad en los precios; en dicha Ciudad y 104 la misma fabrica se hacen bordados de todas clases, y de particular gusto y primor á precios moderados.","Francisco Patrás, quien es de nacionalidad francesa y fabricante en la Ciudad de Lyon, ha establecido una fábrica en la Ciudad de Barcelona con el permiso real. En esta fábrica se producen objetos de oro, plata, soda, camelotes, moquetas, felpas y otros. Para llevar a cabo esta creación, ha recibido apoyo de la piedad de Su Majestad y de la junta particular de Comercio del Principado de Cataluña. Además, se garantiza la calidad de sus productos y los ofrece a precios cómodos a quienes los soliciten. En esta misma ciudad, también se realizan bordados de todo tipo y con un estilo y calidad excepcionales a precios razonables.","Francisco Patrás, quien es de nacionalidad francesa y fabricante en la Ciudad de Lyon, ha establecido una fábrica en la Ciudad de Barcelona con el permiso real. En esta fábrica se producen objetos de oro, plata, soda, camelotes, moquetas, felpas y otros. Para llevar a cabo esta creación, ha recibido apoyo de la piedad de Su Majestad y de la junta particular de Comercio del Principado de Cataluña. Además, se garantiza la calidad de sus productos y los ofrece a precios cómodos a quienes los soliciten. En esta misma ciudad, también se realizan bordados de todo tipo y con un estilo y calidad excepcionales a precios razonables.","
1. ¿Cómo se llama la fábrica de Francisco Patrás en Barcelona?
2. ¿En qué clases de bordados se hacen en la fábrica de Francisco Patrás en Barcelona?"
352,"En el principio de este mes se deben ir señalando las vides en las tierras tardías, para conocer sus vendimias, y al mismo tiempo quales son fructiferas, quales estériles, y quales podrán llegar á perfecta maduracion.","Al comienzo de este mes se deben marcar las plantas de vid en los campos que se cosechan más tarde, para saber cuándo se pueden recolectar, y al mismo tiempo determinar cuáles son productivas, cuáles no lo son y cuáles podrán madurar completamente.","Al comienzo de este mes se deben marcar las plantas de vid en los campos que se cosechan más tarde, para saber cuándo se pueden recolectar, y al mismo tiempo determinar cuáles son productivas, cuáles no lo son y cuáles podrán madurar completamente.","
1. ¿Cuando se deben ir señalando las vides en las tierras tardías?
2. ¿Qué se debe hacer para conocer las vendimias de las vides en las tierras tardías?"
353,"Quien quisiere hacer postura acuda ante el Sr. D. Angel Fernandez de los Rios, ministro togado, juez de primera instancia en esta villa, por la escribanía de su número que ejerce Don Juan Raya.","Si alguien quiere hacer una declaración, debe acudir al Sr. D. Angel Fernandez de los Rios, un juez de primera instancia en esta ciudad. Puede hacerlo a través de la oficina notarial de Don Juan Raya.","Si alguien quiere hacer una oferta, debe acudir al Sr. D. Angel Fernandez de los Rios, un juez de primera instancia en esta ciudad. Puede hacerlo a través de la oficina notarial de Don Juan Raya.","
1. ¿Qué es el número de la escribanía de Don Juan Raya?
2. ¿En qué lugar se encuentra la escribanía de Don Juan Raya?"
354,"En la Villa de la Torre de Estevan-Ambrám inmediata á la de Mentrida se vende una Botica de nueva planta, completa de todos sus simples, y compuestos, por fallecimiento de su dueño; es su valor de seis á siete mil rs.","En el pueblo de la Torre de Estevan-Ambrám, que está cerca del pueblo de Mentrida, se está vendiendo una farmacia recién construida, que incluye todos sus medicamentos y productos, debido al fallecimiento de su dueño. Su valor es de seis a siete mil reales.","En el pueblo de la Torre de Estevan-Ambrám, que está cerca del pueblo de Mentrida, se está vendiendo una farmacia recién construida, que incluye todos sus medicamentos y productos, debido al fallecimiento de su dueño. Su valor es de seis a siete mil reales.","
1. ¿En qué lugar se encuentra la botica de nueva planta en la Villa de la Torre de Estevan-Ambrám?
2. ¿Cuál es el valor de la botica de nueva planta en la Villa de la Torre de Estevan-Ambrám?"
355,"En su virtud se previene á todo aquel que se considere con derecho á dicha finca, acuda á deducirle al citado juzgado, y escribanía dentro del término de 4 meses y 20 dias, porque se ha fijado el tercero y ultimo edicto, contado desde el en que se anuncie en este periódico; apercibidos que pasado sin haber comparecido se declarará vacante, aplicará al Crédito público, y les parará el perjuicio que haya lugar.","Se le informa a cualquier persona que crea tener derecho sobre la propiedad mencionada, que debe presentarse ante el juzgado y la escribanía correspondiente en un plazo de 4 meses y 20 días, ya que se ha publicado el tercer y último edicto, contado desde la fecha en que se anuncie en este periódico. Se les advierte que si no se presentan se declarará la propiedad como vacante, se destinará al Crédito público y sufrirán las consecuencias que correspondan.","Se le informa a cualquier persona que crea tener derecho sobre la propiedad mencionada, que debe presentarse ante el juzgado y la notaría correspondiente en un plazo de 4 meses y 20 días, ya que se ha publicado el tercer y último edicto, contado desde la fecha en que se anuncie en este periódico. Se les advierte que si no se presentan se declarará la propiedad como vacante, se destinará al Crédito público y sufrirán las consecuencias que correspondan.","
1. ¿Cuál es el plazo para que los acreedores de D. Julian Victor Bourdet presenten los documentos que legitimen sus créditos, según la junta de acreedores de la villa?
2. ¿Qué sucederá a los acreedores de D. Julian Victor Bourdet si no presentan los documentos que legitimen sus créditos dentro del plazo establecido por la junta de acreedores de la villa?"
356,"Hallándose vacante la administracion principal de la renta de Loterías Nacionales en la provincia de Toledo por fallecimiento del que la 465 obtenia, se admiten noriales para este destino por el término de un mes en la dirección general de dicho ramo; en concepto de que los solicitantes han de tener las circunstancias prevenidas por las ordenes vigentes para tales casos.","La administración principal de la renta de Loterías Nacionales en la provincia de Toledo está vacante debido a la muerte del titular anterior. Durante un mes, se aceptarán solicitudes para este puesto en la dirección general de dicho departamento. Es necesario que los solicitantes cumplan con los requisitos establecidos en las órdenes vigentes para este tipo de casos.","La administración principal de la renta de Loterías Nacionales en la provincia de Toledo está vacante debido a la muerte del titular anterior. Durante un mes, se aceptarán solicitudes para este puesto en la dirección general de dicho departamento. Es necesario que los solicitantes cumplan con los requisitos establecidos en las órdenes vigentes para este tipo de casos.","
1. ¿Cuál es el destino para el que se admiten noriales en la provincia de Toledo por el término de un mes en la dirección general de Loterías Nacionales?
2. ¿Qué son las circunstancias prevenidas por las ordenes vigentes que los solicitantes deben tener para ser admitidos en el destino de administración principal de la renta de Loterías Nacionales en la provincia de Toledo?"
357,"El Sr. D. Manuel Fernandez Gamboa, juez de primer instancia de esta villa ha señalado el lunes 8 del corriente mes de mayo para el remate de una casa que se vende á voluntad de sus dueños, sita en la calle de san Bernardo, núm. 26, manz.","El señor Manuel Fernandez Gamboa, quien es juez de primera instancia de esta ciudad, ha establecido el lunes 8 de mayo como la fecha para la subasta de una casa que está siendo vendida por voluntad de sus propietarios. La casa está ubicada en la calle de San Bernardo, número 26, manzana.","El señor Manuel Fernandez Gamboa, quien es juez de primera instancia de esta ciudad, ha establecido el lunes 8 de mayo como la fecha para la subasta de una casa que está siendo vendida por voluntad de sus propietarios. La casa está ubicada en la calle de San Bernardo, número 26.","
1. ¿En qué día y mes se señaló el remate de la casa que se vende a voluntad de sus dueños, sita en la calle de san Bernardo, núm. 26, manz.?
2. ¿Qué es el nombre del juez de primer instancia de esta villa que señaló el remate de la casa?"
358,"A voluntad de los Testamentarios del Sr. D. Joaquin Ibañez, Dignidad de Chantre que fué de la Iglesia de Teruel, se vende un monetario bastante completo, del que hay indice que manifestará D. Fernando Bergaz y Solorzano, que vive en la calle de Hortaleza frente á la de la Reyna n. 12 qto.","Se vende un monetario completo a voluntad de los Testamentarios del Sr. D. Joaquín Ibáñez, quien fue Chantre de la Iglesia de Teruel. Dicho monetario cuenta con un índice que será proporcionado por D. Fernando Bergaz y Solórzano, quien reside en la calle de Hortaleza frente al número 12 cuarto.","Se vende una colección de monedas completo a voluntad de los herederos del Sr. D. Joaquín Ibáñez, quien fue maestro del coro de la Iglesia de Teruel. Dicha colección de monedas cuenta con un índice que será proporcionado por D. Fernando Bergaz y Solórzano, quien reside en la calle de Hortaleza frente al número 12 cuarto.","
1. ¿Cuál es el nombre del monetario que se vende y quién es el vendedor?
2. ¿En qué calle y número se encuentra el vendedor del monetario?"
359,"El 23 del que ha espirado se verificó de brazo á brazo la inoculacion de la vacuna en 58 personas de ambos sexos que se presentaron en el hospital General á disfrutar de este prodigioso remedio: se recomienda la concurrencia de ellas al mismo hospital hoi miércoles 1.º del corriente, á las 5 de la tarde, para que al paso que los profesores se enteren de su estado, puedan repetir aquella operacion en los que nuevamente se presenten con el acierto que exige su importancia.","El 23 del mes pasado se realizó la inoculación de la vacuna en 58 personas de ambos sexos que acudieron al hospital General para recibir este increíble remedio. Se les recomienda a estas personas que asistan al mismo hospital hoy miércoles 1.º del mes actual a las 5 de la tarde, para que los profesores puedan evaluar su estado y repetir la operación en aquellos que se presenten nuevamente, con la precisión que su importancia requiere.","El 23 del mes pasado se realizó la vacunación en 58 personas de ambos sexos que acudieron al hospital General para recibir este prodigioso remedio. Se les recomienda a estas personas que asistan al mismo hospital hoy miércoles 1.º del mes actual a las 5 de la tarde, para que los profesores puedan evaluar su estado y repetir la operación en aquellos que se presenten nuevamente.","
1. ¿En qué hospital se realizó la inoculación de la vacuna al 23 de quien se verificó su muerte?
2. ¿Cuando se recomienda la concurrencia de las personas que se presentaron al hospital General para la inoculación de la vacuna?"
360,"Un joven de edad de 21 años, y de decente nacimiento, que ha seguido la carrera de estudios, y está versado en la lengua Italiana, y en el manejo de papeles, solicita acomodarse en alguna casa principal de esta Corte para secretario mayordomo, gentil hombre, caballerizo, ó paje de bolsa; tiene sugetos de caracter que le abonarán; y darán razon de él en el Despacho principal de este Periodico.","Un joven de 21 años, de buena familia, que ha completado su educación y habla italiano, y sabe manejar documentos, busca trabajo como secretario, mayordomo, caballerizo o ayudante en esta ciudad. Tiene referencias de personas de confianza que pueden dar testimonio de su carácter y pueden hablar de él en la oficina principal de este periódico.","Un joven de 21 años, de buena familia, que ha completado su educación y habla italiano, y sabe manejar documentos, busca trabajo como secretario, mayordomo, caballerizo o ayudante en esta ciudad. Tiene referencias de personas de confianza que pueden dar testimonio de su carácter y pueden hablar de él en la oficina principal de este periódico.","
1. ¿Cuál es la edad del joven que solicita acomodarse en alguna casa principal de esta Corte para secretario mayordomo, gentil hombre, caballerizo, ó paje de bolsa?
2. ¿En qué carrera de estudios se encuentra el joven que solicita acomodarse en alguna casa principal de esta Corte para secretario mayordomo, gentil hombre, caballerizo, ó paje de bolsa?"
361,"A la confitería sita calle de Fuencarral, frente la casa de Astrarena, acabam de llegar mantequillas de Soria, frescas y de superior calidad, á 3 y 4 rs.","En la confitería de la calle Fuencarral, enfrente de la casa de Astrarena, acaban de llegar mantequillas de Soria. Son frescas y de muy buena calidad, y su precio es de 3 y 4 rs.","En la pastelería de la calle Fuencarral, enfrente de la casa de Astrarena, acaban de llegar mantequillas de Soria. Son frescas y de muy buena calidad, y su precio es de 3 y 4 reales.","
1. ¿En qué confitería se encuentra la casa de Astrarena?
2. ¿A qué precio se venden las mantequillas de Soria en la confitería?"
362,"Todos los acreedores reconocidos en el concurso y cesion de bienes de D. José Luis Sapé y de su hijo D. Benito, se presentarán por sí ó por medio de sus apoderados el 21 del presente mes de enero de 1824, desde las 10 á las 12 de su mañana, en la habitación del síndico D. Manuel Garcia, que vive en la Red de san Luis, núm. 10, manzana 343, cuarto 2.º de la escalera interior, en el portal hay vaciador de navajas, para instruirles de asuntos pertenecientes á dicho concurso.","Todos los deudores reconocidos en el proceso de quiebra y transferencia de bienes de D. José Luis Sapé y de su hijo D. Benito, deberán presentarse personalmente o a través de sus representantes legales el día 21 de enero de 1824, desde las 10 hasta las 12 de la mañana, en la casa del síndico D. Manuel García, ubicada en la Calle Red de San Luis, número 10, bloque 343, segundo piso de la escalera interior. En el portal hay un afilador de cuchillos para guiarles en asuntos relacionados con dicho proceso de quiebra.","Todos los acreedores reconocidos en el concurso y cesión de bienes de D. José Luis Sapé y de su hijo D. Benito, deberán presentarse personalmente o a través de sus representantes legales el día 21 de enero de 1824, desde las 10 hasta las 12 de la mañana. Deben ir a la casa del administrador  D. Manuel García, ubicada en la Calle Red de San Luis, número 10, bloque 343, segundo piso de la escalera interior. En el portal hay un afilador de cuchillos para guiarles en asuntos relacionados con dicho concurso.","
1. ¿Cuando se presentarán los acreedores reconocidos en el concurso y cesión de bienes de D. José Luis Sapé y de su hijo D. Benito?
2. ¿En qué lugar se presentarán los acreedores reconocidos en el concurso y cesión de bienes de D. José Luis Sapé y de su hijo D. Benito?"
